Timestamp,age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,class
273,21,231931,10,0,0,45,<=50K
274,27,248402,13,0,0,40,<=50K
275,65,111095,9,0,0,16,<=50K
276,37,57424,13,0,0,60,<=50K
277,24,278130,9,0,0,40,<=50K
278,38,169469,9,0,0,80,<=50K
279,48,146268,13,7688,0,40,>50K
280,21,153718,10,0,0,25,<=50K
281,31,217460,9,0,0,45,>50K
282,55,238638,9,4386,0,40,>50K
283,24,303296,10,0,0,40,<=50K
284,43,173321,9,0,0,40,<=50K
285,26,193945,12,0,0,45,<=50K
286,46,83082,12,0,0,33,<=50K
287,35,193815,12,0,0,40,>50K
288,41,34987,10,0,0,54,>50K
289,26,59306,13,0,0,40,<=50K
290,34,142897,14,7298,0,35,>50K
291,36,205607,13,0,0,40,>50K
292,22,199698,10,0,0,15,<=50K
293,24,191954,10,0,0,40,<=50K
294,77,138714,10,0,0,40,<=50K
295,22,399087,3,0,0,40,<=50K
296,29,423158,10,0,0,40,<=50K
297,62,159841,9,0,0,24,<=50K
298,39,174308,9,0,0,40,<=50K
299,43,50356,10,0,1485,50,<=50K
300,35,186110,9,0,0,45,<=50K
301,29,200381,7,0,0,40,<=50K
302,76,174309,14,0,0,10,<=50K
303,63,78383,9,0,0,45,<=50K
304,43,187728,10,0,1887,50,>50K
305,58,321171,9,0,0,40,<=50K
306,66,127921,9,2050,0,55,<=50K
307,41,206565,10,0,0,45,<=50K
308,26,224563,13,0,0,40,<=50K
309,47,178686,11,0,0,40,<=50K
310,55,98545,6,0,0,40,<=50K
311,53,242606,9,0,0,40,<=50K
312,17,270942,3,0,0,48,<=50K
313,30,94235,9,0,0,40,<=50K
314,49,71195,14,0,0,60,<=50K
315,19,104112,9,0,0,30,<=50K
316,45,261192,9,0,0,40,<=50K
317,26,94936,12,0,0,40,<=50K
318,38,296478,11,7298,0,40,>50K
319,36,119272,9,7298,0,40,>50K
320,33,85043,9,0,0,20,<=50K
321,22,293364,10,0,0,40,<=50K
322,43,241895,13,0,0,42,<=50K
323,56,101128,12,0,0,25,<=50K
324,31,156464,13,0,0,25,<=50K
325,33,117963,13,0,0,40,>50K
326,26,192262,9,0,0,40,<=50K
327,33,111363,13,0,0,40,>50K
328,46,329752,7,0,0,30,<=50K
329,38,95432,9,0,0,40,>50K
330,65,161400,7,0,0,40,<=50K
331,40,96129,11,0,0,40,>50K
332,42,111949,9,0,0,35,<=50K
333,26,117125,5,0,0,40,<=50K
334,36,348022,6,0,0,24,<=50K
335,62,270092,14,0,0,40,>50K
336,43,180609,13,0,0,45,<=50K
337,43,174575,13,0,1564,45,>50K
338,22,410439,9,0,0,55,<=50K
339,28,92262,9,0,0,40,<=50K
340,56,183081,10,0,0,45,<=50K
341,22,362589,12,0,0,15,<=50K
342,57,212448,13,0,0,45,>50K
343,39,481060,9,0,0,40,<=50K
344,26,185885,10,0,0,15,<=50K
345,17,89821,7,0,0,10,<=50K
346,40,184018,11,0,0,38,>50K
347,45,256649,9,0,0,40,<=50K
348,44,160323,9,0,0,40,<=50K
349,20,350845,10,0,0,10,<=50K
350,33,267404,9,0,0,40,<=50K
351,23,35633,10,0,0,40,<=50K
352,46,80914,14,0,0,30,<=50K
353,38,172927,9,0,0,50,<=50K
354,54,174319,9,0,0,40,<=50K
355,46,214955,3,0,2339,45,<=50K
356,25,344991,10,0,0,40,<=50K
357,46,108699,10,0,0,40,<=50K
358,36,117312,10,0,0,40,<=50K
359,23,396099,9,0,0,25,<=50K
360,29,134152,9,0,0,40,<=50K
361,44,162028,10,0,2415,6,>50K
362,19,25429,10,0,0,16,<=50K
363,19,232392,9,0,0,40,<=50K
364,35,220098,9,0,0,40,>50K
365,27,301302,13,0,0,50,<=50K
366,46,277946,12,0,0,40,<=50K
367,34,196164,9,0,0,35,<=50K
368,44,115562,10,0,0,40,<=50K
369,45,96975,10,0,0,40,<=50K
370,25,86872,13,0,0,55,>50K
371,52,132178,13,0,0,50,>50K
372,20,416103,10,0,0,40,<=50K
373,28,108574,10,0,0,40,<=50K
374,50,288353,13,0,0,40,>50K
375,34,227689,11,0,0,64,<=50K
376,28,166481,4,0,2179,40,<=50K
377,41,445382,14,0,1977,65,>50K
378,28,110145,9,0,0,40,<=50K
379,46,317253,9,0,0,25,<=50K
380,32,364657,10,0,0,50,<=50K
381,41,42346,10,0,0,24,<=50K
382,24,241951,9,0,0,40,<=50K
383,33,118500,10,0,0,40,<=50K
384,46,188386,16,15024,0,60,>50K
385,31,1033222,10,0,0,40,<=50K
386,35,92440,8,0,0,50,>50K
387,52,190762,2,0,0,40,<=50K
388,30,426017,7,0,0,19,<=50K
389,34,243867,7,0,0,40,<=50K
390,34,240283,9,0,0,40,<=50K
391,20,61777,10,0,0,30,<=50K
392,17,175024,7,2176,0,18,<=50K
393,32,92003,13,0,0,40,>50K
394,29,188401,9,0,0,40,<=50K
395,33,228528,6,0,0,35,<=50K
396,25,133373,9,0,0,60,<=50K
397,36,255191,14,0,1408,40,<=50K
398,23,204653,9,0,0,72,<=50K
399,63,222289,9,0,0,40,>50K
400,47,287480,14,0,0,40,<=50K
401,40,204116,13,2174,0,40,<=50K
402,30,29662,12,0,0,25,>50K
403,27,116358,10,0,1980,40,<=50K
404,33,208405,14,0,0,50,>50K
405,34,284843,9,594,0,60,<=50K
406,34,117018,10,0,0,40,<=50K
407,23,81281,10,0,0,40,<=50K
408,42,340148,10,0,0,40,<=50K
409,29,363425,13,0,0,40,<=50K
410,45,45857,9,0,0,28,<=50K
411,24,191073,9,0,0,40,<=50K
412,44,116632,10,0,0,40,>50K
413,27,405855,5,0,0,40,<=50K
414,20,298227,10,0,0,35,<=50K
415,44,290521,9,0,0,40,<=50K
416,51,56915,9,0,0,40,<=50K
417,20,146538,9,0,0,40,<=50K
418,19,206399,9,0,0,40,<=50K
419,45,197332,10,0,0,55,>50K
420,60,245062,9,0,0,40,>50K
421,44,234885,9,0,0,40,>50K
422,40,72887,11,0,0,40,>50K
423,30,180374,9,0,0,40,<=50K
424,38,351299,10,0,0,50,<=50K
425,23,54012,9,0,0,60,<=50K
426,44,116632,12,0,0,40,<=50K
427,54,288825,9,0,0,40,<=50K
428,32,132601,13,0,0,50,<=50K
429,50,193374,2,0,0,40,<=50K
430,24,170070,13,0,0,20,<=50K
431,37,126708,9,0,0,60,<=50K
432,52,35598,9,0,0,40,<=50K
433,38,33983,10,0,0,40,<=50K
434,49,192776,14,0,1977,45,>50K
435,30,118551,13,0,0,16,>50K
436,60,201965,10,0,0,40,>50K
437,35,285020,9,0,0,40,<=50K
438,30,303990,9,0,0,60,<=50K
439,67,49401,11,0,0,24,<=50K
440,46,279196,13,0,0,40,<=50K
441,17,211870,5,0,0,6,<=50K
442,22,281432,10,0,0,30,<=50K
443,27,161155,6,0,0,40,<=50K
444,23,197904,9,0,0,35,<=50K
445,33,111746,12,0,0,45,<=50K
446,43,170721,10,0,0,20,<=50K
447,28,70100,13,0,0,20,<=50K
448,41,193626,9,0,0,40,<=50K
449,25,189775,10,0,0,20,<=50K
450,59,286967,9,0,0,45,<=50K
451,45,164427,13,0,0,40,<=50K
452,38,91039,13,15024,0,60,>50K
453,40,347934,9,0,0,35,<=50K
454,46,371373,9,0,0,40,<=50K
455,35,32220,12,0,0,60,<=50K
456,34,187251,9,0,0,25,<=50K
457,33,178107,13,0,0,20,<=50K
458,41,343121,9,0,0,36,<=50K
459,20,262749,10,0,0,40,<=50K
460,23,403107,3,0,0,40,<=50K
461,26,64293,10,0,0,35,<=50K
462,23,324960,9,0,0,40,<=50K
463,62,114060,9,0,0,40,<=50K
464,52,48925,10,0,0,40,<=50K
465,58,180980,10,0,0,42,<=50K
466,25,181054,13,0,0,40,<=50K
467,24,388093,13,0,0,40,<=50K
468,19,249609,10,0,0,8,<=50K
469,43,112131,10,0,0,40,<=50K
470,47,543162,9,0,0,40,<=50K
471,39,91996,9,0,0,40,<=50K
472,49,141944,11,0,1380,42,<=50K
473,32,37070,11,0,0,45,<=50K
474,34,337587,10,0,0,50,>50K
475,28,189346,9,0,0,45,<=50K
476,25,267044,10,0,0,20,<=50K
477,34,108116,13,0,0,50,>50K
478,38,99146,13,15024,0,80,>50K
479,50,196232,9,7688,0,50,>50K
480,24,248344,10,0,0,50,<=50K
481,37,186035,10,0,0,45,>50K
482,44,177905,10,0,0,58,>50K
483,28,85812,10,0,0,40,<=50K
484,42,221172,13,0,0,40,>50K
485,74,99183,10,0,0,9,<=50K
486,38,190387,9,0,0,50,<=50K
487,44,202692,14,0,0,40,<=50K
488,44,109339,7,0,0,46,<=50K
489,26,108658,9,0,0,40,<=50K
490,36,197202,9,0,0,40,<=50K
491,41,101739,12,0,0,50,>50K
492,67,231559,15,20051,0,48,>50K
493,39,207853,8,0,0,50,<=50K
494,57,190942,2,0,0,30,<=50K
495,29,102345,11,0,0,40,<=50K
496,31,41493,13,0,0,45,<=50K
497,44,210525,10,0,0,40,<=50K
498,29,133937,16,0,0,40,<=50K
499,30,237903,10,0,0,40,<=50K
500,27,163862,9,0,0,40,<=50K
501,27,201872,10,0,0,50,<=50K
502,32,84179,9,0,0,45,<=50K
503,58,51662,6,0,0,8,<=50K
504,35,233327,10,0,0,40,<=50K
505,21,259510,9,0,0,36,<=50K
506,28,184831,10,0,0,40,<=50K
507,46,245724,10,0,0,50,<=50K
508,36,27053,9,0,0,40,<=50K
509,72,205343,7,0,0,40,<=50K
510,35,229328,9,0,0,40,<=50K
511,33,319560,11,0,0,40,>50K
512,69,136218,7,0,0,40,<=50K
513,35,54576,9,0,0,40,<=50K
514,34,148291,9,0,0,32,<=50K
515,30,152453,7,0,0,40,<=50K
516,28,114053,13,0,0,55,<=50K
517,54,212960,13,0,0,35,>50K
518,47,264052,10,0,0,50,>50K
519,24,82804,9,0,0,40,<=50K
520,52,334273,13,0,0,60,>50K
521,20,27337,9,0,0,48,<=50K
522,43,188436,14,5013,0,45,<=50K
523,45,433665,4,0,0,40,<=50K
524,29,110663,9,0,0,35,<=50K
525,47,87490,14,0,0,42,<=50K
526,24,354351,9,0,0,40,<=50K
527,51,95469,9,0,0,40,<=50K
528,17,242718,7,0,0,12,<=50K
529,37,22463,11,0,1977,40,>50K
530,27,158156,16,0,0,70,<=50K
531,29,350162,13,0,0,40,>50K
532,36,28738,12,0,0,35,<=50K
533,58,283635,13,0,0,40,<=50K
534,26,86646,10,0,0,45,<=50K
535,57,69884,9,0,0,40,>50K
536,59,199713,9,0,0,40,<=50K
537,27,181659,9,0,0,40,<=50K
538,31,340939,13,0,0,40,<=50K
539,21,197747,10,0,0,24,<=50K
540,29,34292,10,0,0,60,<=50K
541,18,156764,7,0,0,40,<=50K
542,52,25826,6,0,1887,47,>50K
543,57,103948,13,0,0,80,<=50K
544,60,39352,4,0,0,48,>50K
545,31,168387,13,7688,0,40,>50K
546,23,117789,13,0,0,40,<=50K
547,27,267147,9,0,0,40,<=50K
548,42,214242,15,0,1902,50,>50K
549,25,200408,10,2174,0,40,<=50K
550,49,136455,13,0,0,45,<=50K
551,32,239824,13,0,0,40,<=50K
552,19,217039,10,0,0,28,<=50K
553,60,51290,4,0,0,40,<=50K
554,42,175674,5,0,0,40,<=50K
555,35,194404,12,0,0,40,<=50K
556,48,45612,9,0,0,37,<=50K
557,51,410114,14,0,0,40,>50K
558,29,182521,9,0,0,40,<=50K
559,36,339772,9,0,0,40,<=50K
560,17,169658,6,0,0,21,<=50K
561,52,200853,14,6849,0,60,<=50K
562,24,247564,9,0,0,40,<=50K
563,24,249909,9,0,0,50,<=50K
564,26,208122,13,1055,0,40,<=50K
565,27,109881,13,0,0,20,<=50K
566,39,207824,9,0,0,60,<=50K
567,30,369027,9,0,0,45,<=50K
568,50,114117,9,0,0,32,<=50K
569,52,51048,13,0,0,55,<=50K
570,46,102388,15,15024,0,45,>50K
571,23,190483,13,0,0,20,<=50K
572,45,462440,7,0,0,20,<=50K
573,65,109351,5,0,0,24,<=50K
574,29,34383,11,0,0,55,<=50K
575,47,241832,5,0,0,40,<=50K
576,30,124187,9,0,0,60,<=50K
577,34,153614,9,0,0,45,>50K
578,38,267556,9,0,0,64,<=50K
579,33,205469,10,0,0,40,>50K
580,49,268090,13,0,0,26,>50K
581,47,165039,10,0,0,40,<=50K
582,49,120451,6,0,0,40,<=50K
583,43,154374,10,15024,0,60,>50K
584,30,103649,13,0,0,40,>50K
585,58,35723,9,0,0,60,<=50K
586,19,262601,9,0,0,14,<=50K
587,21,226181,13,0,0,40,<=50K
588,33,175697,13,15024,0,60,>50K
589,47,248145,3,0,0,50,<=50K
590,52,289436,16,0,0,60,>50K
591,26,75654,9,0,0,55,<=50K
592,60,199378,9,0,0,40,<=50K
593,21,160968,10,0,0,40,<=50K
594,36,188563,10,5178,0,50,>50K
595,31,55849,10,0,0,45,<=50K
596,50,195322,16,0,0,40,>50K
597,31,402089,9,0,0,40,<=50K
598,71,78277,9,0,0,15,<=50K
599,30,169496,13,0,0,40,>50K
600,20,130959,10,0,0,20,<=50K
601,24,556660,9,4101,0,50,<=50K
602,35,292472,16,0,0,40,>50K
603,38,143774,10,0,0,45,<=50K
604,27,288341,9,0,0,32,<=50K
605,29,71592,10,0,0,40,<=50K
606,34,106742,9,0,0,45,<=50K
607,44,219288,4,0,0,35,<=50K
608,43,174524,9,0,0,40,>50K
609,44,335183,8,0,0,40,>50K
610,35,261293,14,0,0,60,<=50K
611,27,111900,10,0,0,40,<=50K
612,43,194360,14,0,0,38,<=50K
613,20,81145,10,0,0,25,<=50K
614,42,341204,12,8614,0,40,>50K
615,27,249362,10,3411,0,40,<=50K
616,42,247019,9,0,0,40,>50K
617,24,172146,5,0,1721,40,<=50K
618,48,110457,10,0,0,40,<=50K
619,17,368700,7,0,0,10,<=50K
620,33,182556,13,0,0,40,>50K
621,50,219420,9,0,0,50,>50K
622,22,240817,9,2597,0,40,<=50K
623,17,102726,8,0,0,16,<=50K
624,32,226267,10,0,0,40,<=50K
625,31,125457,9,0,0,45,<=50K
626,58,204021,9,0,0,50,<=50K
627,29,92262,9,0,0,48,<=50K
628,37,161141,11,0,0,40,>50K
629,34,190290,9,0,0,40,>50K
630,23,430828,10,0,0,40,<=50K
631,18,59342,7,0,0,5,<=50K
632,34,136721,9,0,0,40,<=50K
633,45,86644,13,0,0,55,<=50K
634,41,195124,14,0,0,35,<=50K
635,26,167350,9,0,0,30,<=50K
636,54,113000,10,0,0,40,<=50K
637,24,140027,10,0,0,45,<=50K
638,42,262425,10,0,0,50,<=50K
639,20,316702,10,0,0,20,<=50K
640,23,335453,13,0,0,20,<=50K
641,35,203628,14,0,0,60,>50K
642,31,118710,14,0,1902,40,>50K
643,30,189620,13,0,0,40,<=50K
644,19,475028,9,0,0,20,<=50K
645,36,110866,13,0,0,50,<=50K
646,31,243605,13,0,1380,40,<=50K
647,21,163870,10,0,0,30,<=50K
648,31,80145,10,0,0,40,<=50K
649,46,295566,16,25236,0,65,>50K
650,44,63042,13,0,0,50,>50K
651,40,229148,8,0,0,40,<=50K
652,45,242552,10,0,0,40,<=50K
653,60,177665,9,0,0,35,<=50K
654,18,208103,7,0,0,25,<=50K
655,28,296450,13,0,0,40,<=50K
656,36,70282,10,0,0,40,<=50K
657,40,144995,11,4386,0,40,<=50K
658,36,382635,13,0,0,35,<=50K
659,31,295697,9,0,0,40,<=50K
660,33,194141,9,0,0,40,<=50K
661,19,378418,9,0,0,40,<=50K
662,22,214399,10,0,0,15,<=50K
663,34,217460,13,0,0,45,>50K
664,33,182556,9,0,0,40,<=50K
665,41,125831,9,0,2051,60,<=50K
666,29,271328,13,4650,0,40,<=50K
667,50,50459,9,0,0,42,>50K
668,42,162140,13,7298,0,45,>50K
669,44,111502,9,0,0,40,<=50K
670,20,299047,10,0,0,20,<=50K
671,31,223212,9,0,0,40,<=50K
672,23,352139,10,0,0,24,<=50K
673,55,173093,10,0,0,40,<=50K
674,26,181655,11,0,2377,45,<=50K
675,25,332702,11,0,0,15,<=50K
676,35,234901,10,2407,0,40,<=50K
677,36,131414,10,0,0,36,<=50K
678,43,260960,13,0,0,50,<=50K
679,56,156052,9,594,0,20,<=50K
680,42,279914,13,0,0,40,>50K
681,19,192453,10,0,0,25,<=50K
682,55,200939,9,0,0,72,<=50K
683,42,151408,14,14084,0,50,>50K
684,26,112847,11,0,0,40,<=50K
685,17,316929,8,0,0,20,<=50K
686,42,126319,13,0,0,40,>50K
687,55,197422,9,7688,0,40,>50K
688,32,267736,10,0,0,40,<=50K
689,29,267034,7,0,0,40,<=50K
690,46,193047,13,0,0,37,<=50K
691,29,356089,13,7688,0,40,>50K
692,22,223515,13,0,0,20,<=50K
693,58,87510,6,0,0,40,<=50K
694,23,145111,9,0,0,50,<=50K
695,39,48093,9,0,0,40,<=50K
696,27,31757,11,0,0,38,<=50K
697,54,285854,9,0,0,40,>50K
698,33,120064,13,0,0,45,<=50K
699,46,167381,9,0,0,40,>50K
