Timestamp,Attr1,Attr2,Attr3,Class
225,1.648815,3.685457,0.918767,0
226,9.587079,8.994714,8.877817,0
227,3.75922,0.096222,4.562057,0
228,2.724787,2.310364,4.316081,1
229,2.500367,8.31334,5.242203,1
230,2.508648,7.083002,2.901229,0
231,2.132385,5.819952,2.878776,1
232,6.490726,2.615725,4.114373,0
233,6.301181,5.03314,6.876981,1
234,4.027854,5.754798,6.192893,1
235,5.851021,0.75495,2.727914,0
236,3.065315,7.043994,8.688289,1
237,5.357335,3.930492,4.927989,1
238,1.013494,7.829218,8.843205,1
239,3.64917,1.721982,5.950964,1
240,4.337707,0.065337,8.279436,0
241,5.098477,5.156417,6.527149,1
242,0.911215,2.720042,6.913405,1
243,3.474992,9.641319,5.338044,1
244,6.685314,4.026332,2.105988,0
245,7.956824,7.033977,9.90863,1
246,4.863195,8.751836,2.116196,1
247,0.473818,8.067161,8.652261,1
248,8.132497,6.931696,5.450412,1
249,2.088113,1.977561,2.357305,0
250,4.697602,9.27071,9.761564,1
251,8.912029,5.099608,4.7129,1
252,9.12594,6.818888,7.639991,1
253,3.852865,7.548622,6.053082,1
254,6.300457,8.169278,7.228425,1
255,6.236439,5.880686,1.585799,0
256,2.812382,7.036211,7.599909,1
257,9.013772,9.957214,7.899824,1
258,9.227924,7.661387,1.883968,1
259,2.760995,6.596869,3.737297,1
260,3.415756,1.377288,8.9697,1
261,8.92591,5.022782,5.984681,1
262,3.19206,3.213106,2.000643,0
263,9.093792,3.586442,3.797435,0
264,0.622653,1.397344,6.806669,1
265,1.354558,4.706492,3.3478,0
266,2.36788,5.231769,8.722436,1
267,1.828637,2.459733,7.015811,1
268,3.837021,5.985511,2.513015,1
269,1.008293,8.497696,7.989298,1
270,1.710802,9.989941,3.628853,0
271,3.576382,7.426288,2.710768,1
272,8.823631,9.517438,3.835461,0
273,4.22393,7.183261,0.760671,0
274,2.41503,9.483107,1.720686,1
275,1.94284,8.736498,9.488062,1
276,4.722009,2.001076,8.54279,1
277,0.498773,6.532088,9.930656,1
278,6.522028,3.559509,3.01417,1
279,0.985797,5.724938,4.297446,1
280,5.242376,8.132908,9.987617,1
281,5.316169,0.748289,6.058117,0
282,0.231396,7.778803,1.974867,1
283,6.515301,1.462929,7.954096,1
284,3.464005,6.496886,6.967612,1
285,3.028975,6.898268,6.172353,1
286,0.457777,9.186522,9.649414,1
287,4.91146,3.94686,1.253002,1
288,2.079768,1.24062,9.620143,1
289,1.988909,5.678259,5.127137,1
290,3.457062,7.102004,4.394541,1
291,8.564933,2.348637,1.209673,0
292,8.845523,8.177284,5.991715,1
293,5.075553,2.164068,1.425501,0
294,1.350591,1.074915,6.976904,1
295,5.021775,8.229906,6.415888,1
296,9.470527,6.03603,4.49748,1
297,1.71429,9.624617,3.679741,1
298,6.726621,8.074282,5.143715,1
299,0.422918,6.353388,7.320491,1
300,4.530673,3.312206,1.142939,0
301,5.476274,2.56844,5.139556,0
302,3.643355,2.11646,3.088917,0
303,0.346367,9.504805,5.766673,1
304,5.540835,0.264154,1.276329,0
305,9.88877,4.956069,2.426477,0
306,3.030351,7.570192,1.906944,1
307,3.92358,9.227435,2.72171,1
308,2.539641,3.864649,8.060478,1
309,6.433089,3.200034,4.842781,0
310,5.316494,7.931697,8.741574,1
311,7.436502,4.508247,5.479754,1
312,4.772401,6.756083,0.232462,0
313,1.712152,2.658939,1.276562,0
314,0.229131,3.183506,8.195772,1
315,2.410941,0.917482,2.606964,0
316,4.782131,0.667442,2.966498,0
317,3.867477,7.809279,1.291664,1
318,5.740976,0.033238,4.846832,0
319,4.541486,0.326586,6.154815,0
320,7.082669,6.387277,3.975058,1
321,9.046215,5.251621,3.537324,1
322,8.435127,1.733096,3.428058,1
323,2.650578,6.035022,5.796651,1
324,6.702465,8.763149,8.647929,0
325,6.572428,9.939593,9.753912,1
326,9.972832,4.600744,5.490882,1
327,4.92733,1.645698,3.828205,0
328,8.032974,7.803264,0.804821,1
329,3.054884,4.342145,6.354537,1
330,6.075241,9.782595,2.33608,1
331,5.817616,8.132731,6.158528,1
332,6.89588,4.806457,3.090022,0
333,4.746051,2.843934,5.781713,1
334,7.444678,1.272595,9.233201,1
335,2.918293,3.061406,4.382008,1
336,0.864669,5.18683,8.030457,1
337,9.528975,4.384994,5.409565,1
338,4.167588,7.745646,4.330035,1
339,5.878377,0.488563,2.505285,0
340,5.29502,5.595306,6.242566,0
341,8.43924,2.024278,4.759953,0
342,3.296873,3.993155,8.255927,1
343,7.054561,2.637935,7.166433,1
344,7.824764,5.19689,1.838784,0
345,9.581883,7.248349,2.957955,1
346,4.993995,7.28799,3.734675,0
347,7.776552,6.23996,3.646629,1
348,1.835267,9.889194,3.112643,0
349,1.913473,7.872596,6.158425,1
350,1.865751,4.414352,1.425512,0
351,7.052287,8.591946,6.839541,1
352,3.788836,8.678325,2.230791,1
353,5.926674,5.188745,7.120191,0
354,2.476735,0.854866,1.79304,1
355,7.094826,5.439669,3.32486,1
356,5.328864,6.437502,9.2046,1
357,4.310099,5.363026,2.452683,0
358,9.777378,3.878195,5.096161,1
359,2.470141,1.935702,1.706717,0
360,0.614027,3.937508,9.629696,1
361,9.126254,6.749886,7.46137,1
362,7.604752,9.25441,1.856277,1
363,4.694078,5.181137,3.629672,0
364,1.618639,2.834273,7.265278,1
365,8.197299,9.717961,2.104587,1
366,3.596157,7.200748,4.804343,1
367,9.13645,6.51106,2.325274,1
368,0.448568,1.954969,6.291179,1
369,8.704856,3.752548,1.177812,0
370,3.006958,3.034088,1.009186,0
371,8.215225,4.638858,7.723979,1
372,7.473131,4.989257,5.762602,1
373,4.707219,7.867189,3.645107,1
374,5.067937,8.44945,4.369673,1
375,4.96051,6.694946,3.954865,1
376,8.649916,0.246043,4.983901,0
377,3.998591,6.161713,3.664379,1
378,9.195801,4.673565,4.706586,1
379,9.312424,2.430565,7.24489,1
380,7.419823,3.007492,2.455984,0
381,0.874681,6.101091,0.430417,0
382,4.550541,4.800089,0.147005,0
383,1.495036,4.10187,4.920129,0
384,4.347913,9.90403,7.499723,1
385,6.065743,1.164102,5.352054,0
386,5.837668,0.05864,2.67257,0
387,2.489205,9.917459,1.935646,1
388,2.924951,4.39163,2.036069,0
389,0.492721,2.466486,9.742249,1
390,7.266575,9.889254,4.554313,1
391,3.991124,9.474442,8.906563,1
392,9.378472,6.406286,6.685541,1
393,7.570388,2.037595,0.705759,0
394,2.096236,3.378329,8.558147,1
395,3.295788,0.493794,4.494469,0
396,4.885424,6.530538,0.02037,0
397,8.997025,9.762619,0.421407,1
398,9.651874,4.97572,5.02521,1
399,4.450162,3.931773,1.982033,0
400,0.338059,8.667575,9.272851,1
401,0.70517,9.97861,1.316503,1
402,3.356938,9.874651,7.386846,1
403,0.368444,1.881315,2.873465,0
404,8.411853,2.893836,0.632013,0
405,2.656455,1.05342,3.672477,0
406,6.02914,8.697687,5.951325,0
407,2.629461,7.933359,4.307938,1
408,6.600934,3.580789,0.875967,0
409,3.559398,2.19247,0.107508,0
410,2.067121,7.494354,3.569063,1
411,9.375669,6.442529,7.689433,1
412,9.336365,8.321446,5.1964,1
413,9.374866,8.868877,4.301148,1
414,7.566565,0.252473,5.883309,1
415,8.185832,0.191247,3.163544,0
416,3.772036,4.039511,2.092868,0
417,6.23198,2.200377,4.247771,0
418,9.694731,7.816835,0.734666,1
419,4.259364,8.424099,6.857923,1
420,6.745545,2.054322,5.588548,0
421,0.9232,9.889695,1.524418,1
422,0.142168,7.407727,8.685788,1
423,7.598974,1.849333,3.114765,0
424,5.888844,5.207633,8.702444,1
425,7.40801,2.950216,0.419925,0
426,0.76705,1.154591,6.173141,0
427,9.57869,3.031063,8.622142,1
428,5.085386,4.21069,2.444646,0
429,4.100385,3.969064,4.498349,1
430,1.37679,3.184138,2.570553,0
431,5.033471,5.685318,0.346774,1
432,0.892952,9.049219,3.043139,1
433,1.999434,3.463064,5.403703,1
434,4.617655,1.576844,7.792899,1
435,4.607907,6.415041,0.52058,0
436,0.62573,2.965225,5.701878,1
437,6.934289,0.200228,8.968668,1
438,3.384365,1.539221,7.286844,1
439,7.22454,7.633618,9.340151,1
440,6.682837,2.383289,6.418454,1
441,5.846353,1.822156,1.448756,1
442,3.399,9.241654,4.660352,1
443,5.656695,5.180932,7.7002,1
444,8.146157,3.402078,1.008541,0
445,3.602305,9.977209,3.391526,1
446,1.51643,0.678369,5.404507,0
447,8.311987,4.744658,6.858462,1
448,7.127946,3.276916,3.677095,0
449,5.099072,5.125851,3.438306,1
450,4.367506,8.098659,6.504979,0
451,3.27959,4.205178,6.306626,1
452,7.607256,7.315167,6.506194,1
453,7.292377,9.897719,8.196232,1
454,0.576088,3.600739,7.549777,1
455,8.345396,4.408239,3.882899,1
456,7.685154,7.559994,8.447641,1
457,2.685845,1.885948,1.282298,0
458,9.984606,7.787277,7.077551,1
459,1.992455,3.384177,4.689943,1
460,0.699345,1.196137,0.809272,0
461,1.093856,9.005504,6.800528,1
462,2.606243,4.350305,0.55802,1
463,8.758544,4.440919,6.424982,1
464,2.000913,4.872623,9.227924,1
465,6.758571,0.510223,1.740108,0
466,8.2975,8.817659,0.007373,0
467,2.201837,4.697316,9.889665,1
468,5.893453,0.698937,0.892903,0
469,9.704441,7.693431,8.657254,1
470,2.043736,9.215274,3.262323,0
471,3.656193,9.687304,7.245978,1
472,4.559927,6.473903,0.343865,0
473,6.984126,2.083973,8.061674,1
474,0.901632,8.069047,5.571579,1
475,2.766363,5.461245,6.004651,1
476,6.160182,6.897553,5.647126,1
477,4.590985,4.30438,8.175306,1
478,3.519654,1.437629,7.437001,1
479,1.124934,4.682979,2.832954,0
480,1.156882,3.176819,7.003359,1
481,5.260792,5.065033,3.422633,1
482,3.134081,8.994212,9.265893,1
483,4.455457,5.270544,4.56026,0
484,2.168097,0.207386,6.480261,0
485,4.511765,4.655568,3.393802,1
486,6.093197,0.830803,5.207267,0
487,5.513782,8.04022,2.902992,1
488,1.217039,9.906351,4.811671,1
489,4.971385,8.234304,2.640255,1
490,7.228517,1.906147,4.005909,0
491,7.176691,8.56617,2.299613,1
492,8.773556,8.779874,6.10387,1
493,3.435442,9.497672,1.316741,1
494,0.328475,6.524007,6.74677,1
495,4.564228,9.649762,2.51292,1
496,9.556113,7.324592,2.259098,1
497,5.558896,4.899353,2.632964,0
498,6.805501,6.638873,4.471387,1
499,5.205043,6.770999,3.32698,1
500,5.550874,9.430849,7.263919,1
501,8.928521,8.58066,8.514955,1
502,5.104667,5.261725,5.099254,1
503,4.911487,7.612174,5.450162,1
504,4.936765,7.709261,8.995098,0
505,2.608614,1.628062,3.283074,0
506,8.266935,7.754461,3.396306,1
507,4.52546,6.723285,7.450576,0
508,6.154135,4.714495,9.06265,1
509,3.295154,7.577604,4.339653,1
510,2.839329,9.438906,8.068716,1
511,7.05108,3.518879,2.218416,0
512,1.22814,1.213515,2.483507,0
513,2.841577,5.766581,3.250867,1
514,3.521041,6.647173,4.58049,1
515,3.370458,2.031065,8.122835,1
516,6.74556,7.185485,4.607249,0
517,4.763089,8.946901,8.440536,1
518,8.385808,6.509252,5.353235,1
519,0.028131,7.571651,7.424733,1
520,8.785166,9.908239,5.093024,1
521,5.67482,8.343891,2.735254,1
522,4.991065,7.315743,7.242362,1
523,9.346809,5.365197,7.886116,1
524,2.550682,2.493364,6.133084,1
525,1.440266,4.573619,4.91619,1
526,1.082872,0.269425,5.262961,0
527,7.841075,2.687694,2.367274,0
528,2.595933,7.460298,8.252983,1
529,5.804189,0.988237,7.466614,0
530,8.303981,4.708976,9.156776,1
531,0.074173,7.042892,3.743159,1
532,9.536256,9.876243,9.938627,0
533,4.449862,4.854817,0.802594,0
534,5.124241,6.065555,6.643737,1
535,8.753249,9.01101,9.591558,1
536,6.471308,7.844542,9.619935,1
537,8.832778,7.086549,3.07075,1
538,1.795525,2.227526,4.787549,0
539,9.270417,8.530707,4.494554,1
540,8.40695,4.43318,9.783195,1
541,9.287997,0.585789,8.389545,1
542,6.651344,5.033282,7.377555,1
543,4.044292,6.969114,6.753775,0
544,4.813655,6.373709,2.791097,1
545,3.460258,5.861846,0.783192,0
546,8.089373,5.570741,7.12548,1
547,4.101448,1.620034,6.166462,0
548,6.053214,5.949656,5.365209,1
549,6.535445,3.754755,9.753449,1
550,8.788037,7.131005,8.591382,1
551,4.100118,5.345156,3.34793,1
552,1.718865,6.139026,2.560207,1
553,2.000873,3.343399,0.434905,1
554,8.914139,7.560386,7.450035,1
555,9.18042,3.616498,5.523984,1
556,9.566154,0.889193,0.574844,0
557,4.643948,0.328294,9.288389,1
558,7.459299,7.879771,6.264314,1
559,3.224927,9.612244,0.47319,1
560,5.75127,3.033396,0.122915,0
561,6.376795,0.557821,7.842389,1
562,8.118207,5.292424,8.306521,1
563,8.908922,3.830506,2.53226,0
564,4.719699,3.107104,4.576676,0
565,3.435398,3.865066,2.795632,1
566,1.744836,9.059946,2.454113,1
567,8.67219,2.927303,9.913556,1
568,5.9607,0.036471,2.175603,0
569,0.594292,0.017992,7.628429,0
570,5.310416,5.934951,6.011125,1
571,9.765457,8.543386,2.694415,1
572,1.650489,7.271091,3.848803,1
573,1.136157,6.644434,5.980584,1
574,5.70438,8.434697,7.850756,1
575,1.362,7.764312,8.80003,1
576,7.800783,0.975634,9.660194,1
577,0.993626,7.288624,7.107574,1
578,3.223576,3.1187,0.52338,0
579,1.662084,3.217795,7.474188,1
580,0.488887,1.322991,8.398461,1
581,7.967425,4.379045,4.506036,1
582,2.813742,2.356793,8.048375,1
583,0.121105,6.848405,1.498441,1
584,7.824039,1.158636,6.316964,0
585,8.447261,3.424538,5.121706,1
586,6.543237,5.645087,4.659869,1
587,8.862883,2.134057,1.517896,0
588,3.457047,9.916357,0.976812,1
589,4.295402,5.482849,5.096277,1
590,7.839642,3.144652,1.284885,0
591,9.993057,2.783327,5.882635,1
592,3.941963,2.199598,6.63476,1
593,5.624136,1.756467,4.06006,0
594,7.401553,8.719929,0.372695,1
595,0.853985,1.890591,5.616204,0
596,1.806948,6.593017,5.735505,1
597,2.075865,0.831782,3.211493,0
598,3.976434,4.496378,7.876253,1
599,7.279705,3.758887,1.786588,0
600,5.958486,8.421348,3.610891,1
601,0.177814,7.67095,3.749995,1
602,6.390879,4.12269,3.843803,0
603,6.01328,9.460008,1.555896,1
604,6.053024,7.2914,3.922578,1
605,8.123182,7.13407,8.044395,1
606,1.630448,5.920649,6.069109,1
607,9.679536,7.855697,0.13182,0
608,6.277044,3.742711,7.220643,1
609,1.413662,0.970637,4.034226,0
610,5.093327,7.87803,5.049405,1
611,7.338037,6.6053,8.926836,1
612,3.896701,2.849414,1.519951,0
613,9.983484,9.564346,4.119501,1
614,5.484995,0.18861,0.524085,0
615,8.044306,0.655906,0.802553,0
616,4.398617,8.023196,0.776209,1
617,8.993834,4.810436,3.61682,1
618,2.688466,8.666224,5.193768,0
619,5.271524,4.120604,3.417565,0
620,6.970017,4.937515,1.18811,0
621,4.501862,5.307611,8.567434,1
622,5.496221,9.091519,5.151389,1
623,9.747425,5.953942,7.861877,1
624,3.977138,8.638086,9.958322,1
625,3.448522,3.575141,7.058132,1
626,2.241365,2.2519,6.163491,1
627,6.372504,9.581056,6.681115,1
628,4.518571,7.869225,0.296023,1
629,3.176836,8.863458,9.007291,1
630,7.954977,4.15868,2.213583,0
631,0.112622,0.07546,1.848445,0
632,8.713547,1.806766,7.060732,1
633,5.381907,4.118865,8.299057,1
634,6.370765,4.462547,5.136161,1
635,4.043603,1.817277,6.085791,0
636,9.686502,6.381814,7.582607,1
637,5.245272,6.589897,1.536393,1
638,0.748577,3.749976,0.902651,1
639,3.825436,2.751096,4.95096,0
640,4.557862,2.011692,4.701051,0
641,6.130557,3.000107,7.563041,1
642,7.462655,2.699202,5.24459,0
643,4.516479,1.330381,0.068431,0
644,7.712195,7.651038,7.066318,1
645,4.240935,8.602711,6.157716,1
646,2.352687,7.060368,5.850711,1
647,9.811464,0.801671,8.717105,1
648,2.813364,3.418155,4.309096,0
649,6.418262,1.872137,1.445241,0
650,4.571339,6.689832,5.387175,1
651,8.020213,5.455606,3.290799,1
652,3.106643,0.357117,8.689877,1
653,8.959827,4.847592,2.33709,0
654,1.90796,8.187801,7.490637,1
655,8.989472,6.207742,6.088751,1
656,9.625897,0.397847,0.746756,0
657,2.269983,2.191998,9.925076,1
658,8.881829,5.312251,5.92914,1
659,0.767857,9.219939,2.634451,1
660,9.577056,1.324327,1.222078,0
661,6.171919,3.559168,9.849399,1
662,1.746969,7.340036,9.799304,0
663,3.547778,5.888055,2.539277,1
664,6.285902,3.286033,9.217834,1
665,5.478031,9.142912,5.397207,1
666,4.455163,1.326348,1.261902,0
667,0.546287,3.896353,9.097519,0
668,5.22068,0.319597,8.660226,1
669,3.878765,8.509624,9.47248,1
670,5.84966,9.271785,6.362175,1
671,5.15984,8.901453,2.571114,1
672,2.187486,1.788949,0.001627,0
673,0.93186,5.398834,2.025377,0
674,6.725182,3.287279,0.610042,0
675,7.183633,9.707561,7.394811,1
676,0.027158,6.055037,3.796913,1
677,4.564661,3.269393,9.531656,0
678,2.541178,5.893831,9.81176,1
679,4.795284,2.382874,9.146759,1
680,4.171822,9.148385,4.648287,1
681,4.547219,6.673664,0.490705,0
682,9.960943,1.100747,8.543869,1
683,0.808307,5.938679,9.548889,0
684,1.993716,3.345802,4.741387,1
685,6.615196,4.273044,6.972699,1
686,0.166875,6.784459,6.85739,1
687,9.167333,6.004149,1.944929,0
688,5.152535,6.593215,8.442837,1
689,3.266879,8.933542,0.972155,1
690,0.034288,9.516024,0.372398,0
691,5.454703,9.921287,1.678061,1
692,3.267089,6.419448,4.006796,1
693,0.692491,0.979494,9.038658,0
694,7.763953,5.896049,5.821525,1
695,1.900198,7.766453,0.270441,1
696,4.359668,8.713278,6.752487,1
697,7.64682,7.724641,0.854369,1
698,7.240665,1.226766,8.523704,1
699,1.148053,0.201764,0.143786,0
700,6.621212,4.150582,4.297427,1
701,5.130076,3.336085,8.173069,1
702,9.232134,3.994594,9.825315,1
703,1.761047,0.095757,8.185064,1
704,8.809034,4.937551,3.747263,1
705,2.662193,4.601632,4.136962,1
706,5.828398,2.660666,2.598226,0
707,2.86243,2.742012,1.391594,0
708,6.892594,5.689021,6.797346,1
709,9.025105,4.970415,4.916701,1
710,8.965009,4.742016,9.389571,0
711,4.837773,7.574636,6.846772,1
712,2.512187,0.594035,0.102662,0
713,5.195666,4.239624,5.077238,1
714,6.90029,7.675463,8.000516,1
715,0.417475,9.39211,9.246363,1
716,5.08113,6.043708,9.33274,1
717,1.014123,4.249441,2.363475,0
718,8.991457,1.753046,0.705188,0
719,9.327682,7.55196,7.476038,1
720,8.145995,7.5787,7.014248,1
721,1.818324,2.091485,4.365726,0
722,9.766949,2.366242,8.481334,0
723,1.758352,7.727697,7.494493,1
724,3.771405,6.827233,0.945718,0
725,1.076674,3.309192,4.764661,0
726,5.062238,5.469849,3.897362,1
727,3.02181,1.3734,6.229787,0
728,8.9521,3.244035,4.509467,1
729,5.33552,8.875193,9.489037,1
730,1.241436,7.970371,5.286892,1
731,5.698068,2.781386,9.83927,1
732,9.608619,0.784987,4.255002,1
733,4.094179,9.019663,0.753425,1
734,4.489511,4.650787,3.546337,1
