@relation anonymized

@attribute age numeric
@attribute fnlwgt numeric
@attribute education.num numeric
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute class {>50K,<=50K}

@data
60,261029,16,1306,313,81,<=50K
26,286225,13,574,352,33,>50K
36,261729,10,1491,649,88,<=50K
30,212906,10,1501,76,45,>50K
66,315485,20,759,351,35,<=50K
41,308140,4,3932,351,40,<=50K
21,287115,4,4425,353,74,>50K
100,282577,13,4228,807,36,<=50K
30,527998,19,3630,391,45,<=50K
77,372370,9,1814,103,33,<=50K
22,240560,19,970,749,50,>50K
25,255899,10,773,122,37,<=50K
36,305542,6,1168,198,31,>50K
68,238245,5,798,98,88,>50K
22,459313,4,2158,63,43,<=50K
29,255739,4,1016,339,50,<=50K
26,254308,13,1990,242,29,>50K
36,211745,6,2238,391,59,>50K
89,268459,4,723,112,73,<=50K
41,293677,4,1712,98,35,<=50K
100,266074,5,3679,460,43,<=50K
34,317305,5,2010,144,72,>50K
63,212951,7,3222,677,44,<=50K
28,374168,4,1850,345,37,<=50K
71,328425,5,727,402,35,<=50K
46,305733,6,2886,342,100,<=50K
47,253494,15,2815,394,60,>50K
45,251585,8,5952,458,66,>50K
22,254403,6,1849,236,54,<=50K
100,268546,10,3600,244,52,<=50K
24,212320,9,772,106,40,<=50K
30,240233,7,2192,1246,41,<=50K
23,449302,7,1122,75,81,>50K
40,268938,4,1873,131,66,<=50K
23,203472,16,4395,91,41,<=50K
41,206335,10,2906,127,66,<=50K
84,199401,11,4760,63,43,<=50K
50,241180,9,991,421,30,<=50K
100,489597,5,2424,670,44,>50K
100,254130,4,2669,310,35,<=50K
50,334346,8,1598,443,78,>50K
25,409982,15,3706,135,90,<=50K
44,367521,10,1438,442,32,>50K
71,225035,7,1298,69,38,<=50K
90,294212,20,2370,1117,90,<=50K
54,264741,10,1778,139,30,<=50K
34,224694,15,4497,508,72,<=50K
100,368425,13,5207,356,67,<=50K
66,239043,5,2824,686,43,<=50K
48,202718,9,756,164,94,>50K
40,458168,12,828,116,39,<=50K
65,281392,16,3832,259,33,<=50K
56,199057,9,2711,176,47,<=50K
78,214521,16,3018,627,39,>50K
100,229751,9,988,78,67,<=50K
100,251565,5,2160,304,44,<=50K
35,279450,8,3347,457,46,<=50K
43,194698,19,2794,268,89,>50K
20,368417,12,4827,1153,100,<=50K
42,230899,5,2421,292,52,<=50K
66,271980,14,727,173,100,<=50K
79,246049,5,1242,379,59,<=50K
37,195834,7,2595,839,31,<=50K
57,226039,20,3373,477,34,<=50K
87,454621,7,3291,301,40,<=50K
100,210178,4,4696,85,67,<=50K
39,292680,13,1470,468,52,<=50K
61,312583,8,911,559,40,<=50K
100,363622,6,1448,86,100,<=50K
22,217347,8,4172,561,46,<=50K
100,203032,6,3613,824,45,<=50K
73,253659,11,814,501,100,<=50K
41,324159,11,639,384,97,<=50K
100,208719,14,3846,278,34,<=50K
63,199848,4,635,427,87,<=50K
20,197464,19,1537,163,44,>50K
38,211285,7,973,849,75,<=50K
25,238587,6,885,478,65,<=50K
100,250666,4,1876,820,91,<=50K
49,206452,20,1136,103,73,<=50K
37,222446,17,1000,146,100,<=50K
28,256525,14,2451,104,95,<=50K
100,323875,4,3546,495,100,<=50K
23,409678,8,2075,424,30,>50K
32,221429,10,4047,1242,34,<=50K
90,204503,8,536,370,67,>50K
21,243950,8,1575,292,100,<=50K
20,194080,4,499,284,99,<=50K
25,348854,20,1735,896,56,<=50K
43,238703,5,2879,208,30,<=50K
76,205312,4,736,534,22,<=50K
88,268084,13,3441,550,30,>50K
77,237423,9,1053,789,37,<=50K
32,503646,5,5276,566,93,<=50K
34,211220,9,869,92,46,>50K
28,250870,4,1374,333,100,>50K
21,238110,7,1265,222,98,<=50K
87,246314,4,3304,155,42,<=50K
100,235001,20,533,89,100,<=50K
100,349064,7,1099,1007,100,>50K
93,272771,20,1199,445,21,<=50K
100,206706,14,2459,191,46,<=50K
100,257191,20,613,1493,100,<=50K
100,211233,6,500,354,100,<=50K
39,282226,4,631,540,100,<=50K
74,373853,3,2319,198,27,<=50K
46,218266,7,1453,504,40,<=50K
70,193930,20,1664,307,61,>50K
52,270635,12,2342,260,100,>50K
33,222331,20,8705,126,100,<=50K
48,237630,7,2367,176,100,<=50K
26,258174,17,2364,199,97,>50K
38,293489,17,1332,95,100,<=50K
19,194072,20,534,430,100,<=50K
67,230804,8,2880,1010,23,<=50K
45,317771,7,874,561,94,>50K
49,194382,14,776,119,86,<=50K
22,205788,20,2214,144,100,>50K
70,213800,4,4001,161,37,<=50K
32,207389,6,646,177,100,<=50K
28,210008,18,659,982,44,>50K
100,337066,9,2738,113,26,<=50K
100,342772,14,2558,95,100,<=50K
92,312742,18,1156,411,26,>50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,<=50K
100,256901,20,1713,757,100,>50K
38,224485,18,2938,1063,40,<=50K
32,328291,17,1619,238,100,<=50K
48,286213,6,4255,106,100,<=50K
100,253775,20,812,966,69,<=50K
96,299880,18,738,217,100,<=50K
100,243662,18,450,936,100,>50K
58,254479,14,1377,430,46,<=50K
100,807384,8,1846,1012,100,<=50K
77,294510,20,520,379,65,>50K
60,209793,19,5772,705,61,<=50K
67,218817,20,3172,1309,78,>50K
100,400640,20,4357,147,100,<=50K
100,325195,8,3081,1035,100,<=50K
72,218972,20,997,160,100,<=50K
34,449486,20,1242,526,32,>50K
100,336780,5,715,707,53,>50K
91,419649,20,2927,436,100,<=50K
100,1233619,16,1137,727,64,<=50K
91,934238,9,1438,157,85,<=50K
100,899936,18,5873,418,90,<=50K
47,213376,5,2905,214,89,<=50K
55,365847,4,4948,374,100,<=50K
92,373871,7,11368,548,100,<=50K
32,237790,20,4762,243,73,<=50K
90,211401,16,812,193,100,<=50K
100,304277,20,7358,252,100,<=50K
62,215441,11,5690,577,100,<=50K
51,257117,20,3970,514,100,<=50K
99,256182,6,14907,810,97,>50K
100,267906,20,663,88,100,<=50K
100,280080,9,2643,460,100,>50K
66,633056,6,6555,368,93,>50K
26,410496,8,21537,61,50,<=50K
100,362436,14,2234,281,30,<=50K
64,326833,20,2830,87,97,<=50K
54,391510,11,2156,55,85,<=50K
54,621562,16,1941,257,53,>50K
100,336028,20,2398,1416,100,>50K
49,205988,20,8260,1357,100,<=50K
100,622991,18,2441,194,85,>50K
91,386306,5,3024,900,100,>50K
100,247246,14,9902,81,100,<=50K
64,250417,6,1905,403,100,<=50K
64,253713,20,5963,41,29,<=50K
40,248263,11,3811,1106,91,<=50K
97,324402,6,940,322,55,<=50K
38,372666,4,3140,220,58,<=50K
22,337125,4,4668,332,83,<=50K
41,324781,15,8773,94,65,<=50K
49,270687,20,7737,220,56,<=50K
100,266831,11,6204,152,100,<=50K
100,582288,20,3279,603,42,<=50K
100,276951,17,2519,643,100,<=50K
59,417170,20,5423,1286,93,>50K
100,252311,10,8398,336,42,<=50K
54,741397,20,1321,1583,100,<=50K
100,665065,20,3841,191,100,<=50K
100,533883,13,9474,198,100,<=50K
30,275812,20,1516,90,37,<=50K
59,356790,4,4019,304,100,<=50K
84,380562,7,2827,322,100,<=50K
98,221122,20,2300,58,100,<=50K
100,230039,13,1234,760,100,<=50K
100,350748,5,17015,320,27,<=50K
32,284908,20,4697,237,100,<=50K
58,199235,10,12473,273,100,<=50K
40,280621,12,1659,87,44,<=50K
22,216157,10,4382,553,32,>50K
66,338102,18,6450,233,52,>50K
100,339678,17,6273,622,100,<=50K
26,208236,20,2724,1166,68,<=50K
38,334282,20,7428,2234,44,<=50K
100,358401,4,2358,139,100,<=50K
86,354050,6,4060,416,49,<=50K
78,249751,3,801,894,68,>50K
65,277813,11,5394,175,100,<=50K
59,321892,4,6177,363,74,>50K
39,413210,20,1120,168,100,<=50K
87,304453,15,1026,526,100,>50K
20,326617,16,1979,43,47,<=50K
35,223021,20,3168,83,100,>50K
100,524508,4,6847,339,98,<=50K
41,303311,15,3283,330,100,<=50K
100,292030,12,2185,310,100,<=50K
82,432173,14,4492,60,100,>50K
89,370977,8,947,427,100,<=50K
91,213485,3,3153,554,98,>50K
100,274245,20,4385,758,36,<=50K
100,328393,9,1231,381,100,<=50K
21,343930,3,2981,47,100,<=50K
62,285988,4,3879,301,100,<=50K
58,304252,7,1430,407,100,>50K
94,241930,13,4678,210,42,<=50K
100,230961,12,3491,456,100,<=50K
61,232436,8,8062,335,30,<=50K
100,228388,7,1045,183,28,>50K
84,218285,6,1201,265,54,<=50K
74,212466,19,2162,602,100,<=50K
100,211303,13,12481,1981,72,<=50K
100,814004,9,1971,164,100,<=50K
88,323734,3,2262,579,99,<=50K
95,315222,12,1938,1047,100,<=50K
63,217321,9,5967,172,100,<=50K
100,351826,20,7415,114,100,<=50K
100,199332,9,8016,724,33,<=50K
100,304244,5,4099,201,61,<=50K
20,208207,17,2105,54,87,<=50K
100,395033,9,7241,896,84,<=50K
99,290622,20,681,215,31,<=50K
51,251273,20,1861,52,100,<=50K
54,210174,5,2314,162,81,>50K
84,456810,10,5379,148,100,<=50K
19,306644,6,3512,340,39,<=50K
100,218228,19,1038,61,29,>50K
100,255261,5,4563,150,32,<=50K
44,237995,5,10192,156,92,<=50K
98,220032,6,4540,731,34,<=50K
20,252476,20,2697,558,100,<=50K
100,498768,16,3967,471,100,<=50K
28,225854,8,12334,227,33,>50K
71,525685,10,5819,361,25,>50K
100,300197,5,1186,1072,93,<=50K
62,217163,13,10763,379,100,<=50K
95,220483,4,2368,460,25,>50K
100,345933,20,518,340,35,<=50K
20,205824,11,3387,379,40,<=50K
57,369483,13,2828,491,72,>50K
38,337921,4,1716,121,28,<=50K
37,610960,20,783,921,100,<=50K
100,225868,20,1563,229,52,<=50K
71,274155,20,7166,72,100,<=50K
49,240254,18,4559,214,100,<=50K
100,250843,7,1744,386,100,<=50K
44,318880,12,1337,182,100,>50K
26,276627,5,2411,1046,100,<=50K
100,320291,12,5975,295,23,>50K
100,287089,2,1777,3502,60,<=50K
22,606264,8,3150,196,52,<=50K
70,611240,20,1611,531,100,<=50K
100,342326,16,1794,969,100,<=50K
25,293501,20,4850,1318,100,<=50K
79,530815,8,2674,853,64,<=50K
51,402423,4,1202,576,100,>50K
100,316432,20,506,52,30,<=50K
71,553193,20,4889,481,100,<=50K
42,259815,20,4322,71,100,<=50K
39,239120,20,3581,489,100,<=50K
44,581390,19,3427,208,100,<=50K
30,230204,20,1332,213,31,>50K
40,383479,10,2678,61,65,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,<=50K
72,336690,20,3347,378,100,>50K
72,336690,20,3347,378,100,<=50K
100,229197,15,3069,352,80,<=50K
100,276143,20,5536,127,100,>50K
89,211208,8,1519,1910,100,<=50K
100,395335,9,1486,453,100,<=50K
81,237538,12,4581,719,100,<=50K
85,357167,15,963,1791,100,<=50K
100,447088,20,1435,1787,100,<=50K
100,191025,20,5317,710,93,<=50K
33,267592,11,4026,267,100,<=50K
86,367828,20,5046,345,69,<=50K
33,758515,8,1924,344,31,<=50K
27,228196,20,3957,639,99,<=50K
100,643253,20,331,411,100,<=50K
100,369130,14,3897,583,46,<=50K
72,206830,8,612,1574,100,<=50K
79,242424,20,1867,745,100,<=50K
100,881366,6,4225,1486,100,<=50K
82,256146,20,6016,424,57,<=50K
100,224957,7,2798,232,60,<=50K
100,201567,20,2539,193,100,<=50K
100,463750,17,2595,1376,100,<=50K
69,328037,17,990,303,29,<=50K
100,243036,20,1184,591,100,<=50K
26,207623,20,5427,95,100,>50K
100,286437,6,5878,214,37,<=50K
28,319345,7,2493,129,44,<=50K
25,271481,12,6876,631,100,>50K
100,411557,18,5705,343,100,>50K
100,254677,6,693,2137,54,>50K
76,379521,20,1383,244,83,<=50K
100,364449,10,1304,301,81,>50K
82,237013,5,3335,783,53,>50K
100,325459,20,3068,1182,86,<=50K
100,351420,13,13331,141,48,>50K
36,209214,19,1963,635,100,<=50K
100,458370,20,4736,198,58,<=50K
96,330880,11,6617,1420,31,<=50K
89,332089,18,859,712,70,<=50K
90,351142,9,6242,588,29,<=50K
50,397122,20,1574,155,100,<=50K
46,250280,9,2581,88,82,>50K
49,444341,12,10271,158,55,>50K
33,212929,20,4230,153,100,<=50K
30,382108,20,8517,504,100,<=50K
26,194064,4,2644,195,94,<=50K
99,413446,10,8018,1129,74,<=50K
42,364153,20,2768,71,45,<=50K
100,488414,12,3212,803,100,<=50K
81,225982,14,5853,301,49,<=50K
100,263690,19,1144,261,100,<=50K
54,1058687,20,5650,824,73,<=50K
100,337956,6,2190,121,57,<=50K
33,193657,16,8600,421,100,<=50K
28,275148,5,967,1111,28,<=50K
72,317197,6,796,221,100,<=50K
100,195751,20,2006,221,100,<=50K
37,664435,11,3487,190,100,<=50K
100,347928,9,13938,913,100,<=50K
45,698366,8,1273,143,53,<=50K
100,1390398,14,7332,684,100,<=50K
62,382379,17,5534,327,100,>50K
87,454515,20,6408,128,30,<=50K
78,284488,20,1878,381,100,<=50K
48,376632,20,6596,1121,58,<=50K
100,348882,20,1396,171,100,<=50K
100,472290,16,1304,366,53,<=50K
55,264722,20,2229,515,100,>50K
100,281971,15,10073,1184,100,>50K
100,565983,20,4465,102,100,<=50K
68,205812,19,756,67,97,>50K
24,342591,19,555,1657,100,<=50K
100,470308,16,7841,140,100,<=50K
41,377858,20,955,1619,58,<=50K
100,232178,20,3968,281,100,<=50K
100,389768,8,2750,905,31,<=50K
37,424743,20,2015,19,100,<=50K
100,277055,20,1546,21,96,<=50K
100,384376,20,1098,1575,82,<=50K
29,276860,10,4132,236,100,>50K
100,255453,12,1787,949,93,<=50K
53,236166,4,7123,854,76,>50K
80,311873,20,8701,642,53,<=50K
37,551404,20,11901,411,35,<=50K
100,192490,20,12246,205,48,<=50K
82,636188,20,1457,464,100,>50K
90,236819,20,686,185,100,<=50K
28,274414,20,2570,42,58,<=50K
51,195428,16,3178,620,92,<=50K
100,309297,11,1204,15,49,<=50K
100,203976,5,2926,24,32,<=50K
98,332247,11,563,1831,100,<=50K
87,680015,5,9927,2109,43,>50K
97,566487,20,4250,338,100,<=50K
64,323811,4,7452,2679,100,>50K
37,407145,7,22697,330,39,>50K
32,187539,18,5173,2280,36,<=50K
100,436919,13,2164,357,90,<=50K
63,331353,20,9056,586,39,>50K
70,183118,9,9600,515,29,<=50K
38,687244,10,1998,672,47,<=50K
51,441062,6,1720,482,100,<=50K
100,343207,20,6711,946,100,<=50K
64,297872,20,1162,175,100,<=50K
100,181645,20,1407,2038,47,<=50K
100,218937,7,2371,704,29,<=50K
100,928338,6,5210,608,47,<=50K
100,395841,13,941,94,87,>50K
100,484142,20,5605,1344,100,<=50K
58,215346,20,1830,701,100,<=50K
24,344451,20,3293,1730,45,<=50K
100,345409,20,2222,708,96,<=50K
100,266631,11,6344,420,56,<=50K
38,555522,6,942,92,61,<=50K
40,219115,17,1639,557,39,<=50K
100,307969,8,1049,40,100,<=50K
29,277492,20,1533,125,100,<=50K
32,939652,20,2357,439,100,<=50K
100,442402,20,10006,901,75,<=50K
35,229207,4,1360,1370,100,<=50K
100,196423,20,1415,641,47,>50K
62,242559,10,1744,698,33,<=50K
36,476775,14,9963,1534,55,<=50K
52,212041,7,17497,1111,100,<=50K
61,474302,12,12284,881,40,<=50K
54,810034,20,6934,770,100,<=50K
100,221294,20,4877,71,100,<=50K
25,208727,8,7912,68,81,>50K
84,210589,20,1045,3624,100,<=50K
30,354346,20,1651,209,47,>50K
27,316724,20,3555,1084,100,>50K
21,283605,20,1422,671,47,<=50K
100,271146,20,2640,104,33,<=50K
31,312310,4,3095,480,100,>50K
100,184397,17,4254,160,35,>50K
100,535825,20,14863,1406,23,<=50K
36,517574,13,7976,194,100,<=50K
100,283465,20,2412,741,100,<=50K
41,209623,20,6094,260,100,>50K
31,229485,20,1199,332,100,<=50K
100,218216,5,2829,14,28,>50K
100,458731,20,6894,278,100,<=50K
23,440600,7,2221,182,29,<=50K
37,281898,15,3674,2817,100,<=50K
49,793549,20,3137,307,38,>50K
41,525318,16,846,1245,100,<=50K
100,313248,20,1169,389,100,>50K
100,373635,5,4866,1062,66,<=50K
72,257759,20,15217,65,64,<=50K
54,419923,15,12335,376,36,>50K
77,380733,9,4912,523,100,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,<=50K
100,365097,8,3639,365,53,>50K
100,365097,8,3639,365,53,<=50K
100,276818,20,3896,1039,100,<=50K
100,301829,20,8665,309,100,<=50K
49,499774,17,11212,595,100,<=50K
49,1113882,8,1983,85,98,<=50K
100,267109,20,6910,672,43,<=50K
100,485253,20,18669,118,100,<=50K
21,303957,9,3290,289,87,<=50K
20,360598,20,1465,149,99,<=50K
21,411551,19,9465,1225,78,<=50K
52,236659,16,1801,213,70,<=50K
82,229933,20,1050,1389,58,<=50K
100,469225,20,12994,145,100,<=50K
52,303439,20,17309,289,29,>50K
100,660714,20,850,641,65,<=50K
100,649284,20,1665,1069,100,<=50K
100,239436,20,1861,1276,100,<=50K
33,317054,19,5756,92,100,>50K
22,515469,20,5234,288,100,>50K
40,395578,15,2763,832,100,<=50K
27,452132,17,1301,562,100,<=50K
67,414491,15,2552,237,100,<=50K
28,381348,20,998,1710,100,<=50K
34,224474,20,4790,227,83,<=50K
98,354071,20,4835,1940,100,<=50K
22,789941,20,1457,341,100,<=50K
100,480786,20,3213,1229,55,<=50K
22,227461,16,11739,778,100,<=50K
100,836459,9,12303,1064,100,<=50K
100,322561,20,911,466,48,<=50K
100,337672,11,848,190,43,>50K
100,836369,8,5231,1006,100,<=50K
100,591711,8,3647,327,100,<=50K
25,431521,16,2099,453,38,>50K
100,260944,12,2181,1107,80,<=50K
31,282983,11,9746,599,100,<=50K
100,365646,20,1506,401,100,>50K
53,623706,20,10377,888,100,>50K
51,261846,20,1746,141,40,<=50K
100,561109,20,15243,2074,100,<=50K
100,928878,20,2074,392,38,<=50K
24,374413,20,1080,592,100,>50K
100,348866,11,5014,449,56,<=50K
100,339343,20,24560,1170,100,<=50K
28,713062,20,4017,606,37,<=50K
31,308631,20,1483,576,45,<=50K
100,666828,13,2545,348,87,<=50K
100,931526,17,1238,1872,100,>50K
26,270924,11,2010,1483,100,<=50K
100,390335,20,2159,680,100,>50K
42,419767,20,6030,1097,100,<=50K
37,263466,20,14373,886,100,<=50K
100,772737,20,7055,373,100,>50K
37,350807,20,15061,406,100,<=50K
100,232066,14,9992,183,100,>50K
100,232301,11,1944,441,37,>50K
53,297733,20,13135,726,64,<=50K
18,438233,8,7388,174,81,<=50K
81,462536,20,2591,232,40,<=50K
100,432462,10,3051,373,100,<=50K
100,546966,9,2290,1156,50,<=50K
26,219676,7,4463,65,100,<=50K
100,230445,20,5128,480,100,<=50K
100,1500000,20,16414,83,49,<=50K
58,850279,5,11905,317,66,>50K
31,468010,20,13879,292,100,<=50K
100,227273,20,7906,939,32,<=50K
20,214701,13,1376,473,94,<=50K
30,316744,20,1049,177,100,>50K
100,357283,20,8409,337,56,<=50K
53,299310,20,7040,608,47,<=50K
100,237394,20,6242,933,100,>50K
87,478814,20,7199,180,100,<=50K
100,257016,20,776,204,32,>50K
100,482202,8,3356,600,100,<=50K
100,233097,20,7468,101,35,<=50K
31,375762,20,3177,1037,76,<=50K
100,904255,20,2709,712,21,>50K
100,338344,5,5956,211,100,<=50K
65,359075,20,3198,218,52,<=50K
26,272049,7,4886,552,54,>50K
100,236092,20,3050,221,100,<=50K
100,272247,8,6604,774,80,<=50K
44,282204,20,3518,1092,83,<=50K
41,566498,20,7956,1143,26,>50K
92,241180,20,13771,921,56,>50K
100,271493,20,2665,256,100,<=50K
100,203578,18,2718,132,100,<=50K
100,649035,18,15969,462,100,<=50K
